,adID,adText,adSpend,adLP,adImpress,adClicks,adCreation,adLocation_cleaned,adStates,adDate
2746,2446,If you also think that there should only be peace come with us on Juneandlets make it happenStop war Stop killing the innocent Some believed Trump would withdraw theUS from useless and bloody military campaigns But what we see is only theenhancement of hostility We dont need wars no more We want peace Itstime for politicians to take care of the US residents instead of fating them aswell as other nationals to death Were organizing a peaceful gathering todraw public attention to the abovementioned terrible problem Our Presidentand Congress must listen to those who granted them powerus the peopleIf you also think that there should only be peace come with us and lets makeit happenStop war Stop killing the innocent Make peace not war Make peace notwar,2608.53,https://www.facebook.com/events/147549059117757/,3034.0,70.0,05/12/17 11:31:34 AM PDT,Washington Columbia,Washington Columbia,2017-05-12
2747,2450,If you also think that there should only be peace come with us and lets makeit happenStop war Stop killing the innocent Some believed Trump would withdraw theUS from useless and bloody military campaigns But what we see is only theenhancement of hostility We dont need wars no more We want peace Itstime for politicians to take care of the US residents instead of fating them aswell as other nationals to deathWere organizing a peaceful gathering to draw public attention to the abovementioned terrible problem Our President and Congress must listen to thosewho granted them powerus the people If you also think that there shouldonly be peace come with us and lets make it happenStop war Stop killing the innocent Make peace not war Make peace notwar,2906.54,https://www.facebook.com/events/239129926564203/,6605.0,134.0,05/12/17 11:32:28 AM PDT,New York,New York,2017-05-12
2748,2454,Theres no way I would have anything without her Shes my inspirationSerena said about her sister Now Serena hasmajor singles titles Shesabout to make a new world record but shes already made historySerena is still the best tennis player at herSerena and Venus made tennisblack Never before the world had a chance to admire black excellence on thetennis courtDespite the stupid mockeries aimed at their race and appearance theWilliams sisters are still the best full of love and perfection Thank you sistersYou made all of us greatblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity serenawilliams venuswilliamstennis blackgirlmagic,200.0,https://www.facebook.com/iloveblackexcellence/,2672.0,377.0,02/01/17 05:04:31 AM PST,,,2017-02-01
2749,2455,There is no appropriate age to fight for your rights and stand for yourcommunity No matter how young you are you should realize what happensand take the stance of action If you see that everyone elses effort wasntenough you should contribute too Just look at this girl She understands thatthe problem exists and shes trying to tell people around the country about itWe think she is hoping for the bestblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity flint,200.0,https://www.facebook.com/iloveblackexcellence/,1535.0,247.0,02/01/17 05:04:01 AM PST,,,2017-02-01
2750,2460,When Ebony Hilton wasshe promised her mother that one day she willbecome a doctor Since that moment Ebonys mother called her Dr Hilton Itwasnt easy to follow the dream for Ebony Or its better to say that there weresome hardshipsfor example Ebony was growing without a father etc butdespite these things she successfully got the proper education and becamethe first black female anesthesiologist inHilton says she never had planBNow she is mentoring youth as a member of program called Girls LovingOurSelves Successfully GLOSSThats sweet Black women always show the power in any conditions Thatsinspiring And its especially good that Hilton dedicated herself to teachingothersblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity ebonyhilton blackgirlmagic,400.0,https://www.facebook.com/iloveblackexcellence,4706.0,750.0,03/16/17 07:26:14 AM PDT,,,2017-03-16
2751,2463,Serious ladiesblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity blackgirlmagic,400.0,https://www.facebook.com/iloveblackexcellence/,7054.0,1122.0,03/16/17 07:27:33 AM PDT,,,2017-03-16
2752,2464,New trends Often new trends of American and European cultures isnothing but reinvention of African legacy People should pay more attention toeducation and history of things People should know the origins not toconfuse things If you want to stress that you use something you taken fromanother culture its one thing But when you wear for example dreadlocksand dont know anything about its meaning it can look strange even weirdWhite people do many such things unintentionally It doesnt make them wiseSame goes to African Americans who copy white people Know yourself Wehave beautiful culture and historyblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity,400.0,https://www.facebook.com/iloveblackexcellence,4423.0,672.0,03/16/17 07:26:33 AM PDT,,,2017-03-16
2753,2467,Wow What a great surprise for young black ballerinas from south side ofChicago We mean its the greatest surprise ever possible Misty Copeland ismore than ballerina She symbolizes black excellence in dancing and balletHer example is inspiring Mistys success tells all the black kids that we canachieve the greatness in occupations where our people have been absent forcenturies Misty teaches us that there is nothing impossible for black person ifwe work and study hard Thank you Misty Thank you Steve Harvey Thisvideo is touching Misty Copelands BIG surprisell STEVE HARVEY,399.99,https://www.facebook.com/iloveblackexcellence/,5493.0,549.0,05/04/17 04:29:11 AM PDT,,,2017-05-04
2754,2468,The possible has been tried and failed Now its time to try the impossibleSun Ra a man from Saturnblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity sunra quotes saturn jazzfreejazz music,338.41,https://www.facebook.com/iloveblackexcellence/,857.0,111.0,03/22/17 04:32:00 AM PDT,,,2017-03-22
2755,2469,Slow Dance by Kerry James Marshallblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity blackart art,328.18,https://www.facebook.com/iloveblackexcellence/,1445.0,201.0,03/22/17 04:31:22 AM PDT,,,2017-03-22
2756,2471,Its really sad she have died too soon Just like LeBron James SerenaWilliams Simone Biles and many other African American athletes FlorenceGriffith Joyner expanded horizons of human capabilitiesblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity florencejoyner sports sportrunner athlete,99.99,https://www.facebook.com/iloveblackexcellence/,1158.0,177.0,05/04/17 04:31:19 AM PDT,,,2017-05-04
2757,2472,Shelden Gibbs is only yearold but hes already started a fashionaccessory line Gibbs produces at leastoriginal ties each day His momhelps him They called their company Classic Knot Their customers are sohappy to wear these ties that Classic Knot is going to hire some extraemployeesBy the way this business is not an obstacle for school Sheldens classmateseven offer their help tooI teach him the sky is the limit from here Dream big think big dont thinksmall or youll always have small said Sheldens mother Rhonda Woods andshes absolutely right Its so good that kids are thinking of pleasing otherpeople and supporting their familiesCheck Classic Knot websitewwwclassicknotcomblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity classicknot buyblack,348.1,https://www.facebook.com/iloveblackexcellence/,2589.0,402.0,03/22/17 04:31:35 AM PDT,,,2017-03-22
2758,2474,Its hard to express how simple and deep this phrase is Selfempowermentand selfidentification is our way We built America but white people inventedtheir rules Their system is not for us Sometimes we can succeed in theirgame but its better to concentrate on our own issues When white people dosomething for us they see us as strangers anyway we will always be othersfor themThankfully there were a lot of African Americans who devoted their lives tocommunity Lets join them Lets build America again We talk not only abouthouses and infrastructureblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity,200.0,https://www.facebook.com/iloveblackexcellence,5914.0,907.0,03/17/17 07:34:27 AM PDT,,,2017-03-17
2759,2475,Probably you remember Virginia McLaurin who visited the Obamas at theWhite House last year She was yearold at that moment Later shecelebrated her th birthday with the Harlem Globetrotters basketball teamIt seems that Virginia and the team became friends because they celebratedher th birthday together Virginia McLaurin celebrates th birthday withHarlem Globet,400.0,https://www.facebook.com/iloveblackexcellence/,4450.0,299.0,03/16/17 07:25:17 AM PDT,,,2017-03-16
2760,2476,Drum and Spear Bookstore in Washington DC was opened by veteranmembers of the Student Nonviolent Coordinating CommitteeSNCC insummer ofThe shop was selling the books of black writers The nextyear the owners of Drum and Spear launched its own publishing companyOne of cofounders said We dont define profit in terms of money The profitis the patronage of the community which allows the store to selfsupportDrum and Spear was aimed to show people the true black culture and historysomething beyond the American school program Its reflected in the name ofthe shop the drum is for communications within the diaspora and thespear symbolizes whatever else might be necessary for the liberation of thepeopleThe bestsellers of early s in this shop were such books as theAutobiography of Malcolm X and Eldridge Cleavers Soul on IceThis bookstore inspired people around the country to open similar bookstoresDrum and Spear and many other stores were not only the shops but a freespacesfor thinking black people where folks could meet and discuss the vitalissues Lets not forget our legacy We need this drum and we need this speartoday inblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity drumandspear blackpower,200.0,https://www.facebook.com/iloveblackexcellence/,942.0,141.0,02/01/17 05:04:17 AM PST,,,2017-02-01
2761,2477,Leon Mossis Atlanta resident His mother discovered Leons talent whenhe was yearold She began to take him to local museums such as theApex the Sights and Sounds Black Cultural Museum and the FernbankMuseum of Natural HistoryTo improve Leons skills of painting he began to attend art classes of RGregory Christies Nonprofit organization the Southwest Atlanta YouthBusiness OrganizationSWAYBOalso helped Leon in many waysAccording to blacknewscom the organization gave him lessons of poiseand presentation public speaking sales and marketing at marketplaces andhow to perform basic accounting formulas With SWAYBO Leon has metjudges successful business owners and other pillars of the BlackcommunityNow Moss makes illustrations and sells the copies of his works The first bookwith his illustrations is As Big As GodThats what we call the support of family and the community Good luckLeon We should believe in ourselves just like Leons mother believed in himOur roots are strong just imagine how strong you can be if only you grow withyour rootsblackexcellence blackperfection blackbeauty blackbusinessafricanamerican blackcommunity melanin blackpride blackout americausa blackscience education diversity leonmoss art blackart,200.0,https://www.facebook.com/iloveblackexcellence/,1827.0,268.0,02/01/17 05:04:52 AM PST,,,2017-02-01
